search_size,threads,mapper_time,energy,latency
4000,12,2.171959638595581,7.390389396328938,3.2212254720000004
8000,12,2.7966701984405518,7.390389396328938,3.2212254720000004
16000,12,3.898561477661133,7.390389396328938,3.2212254720000004
32000,12,6.722718000411987,7.390389396328938,3.2212254720000004
64000,12,16.145968198776245,5.104372780787303,2.3068672
