search_size,threads,mapper_time,energy,latency
500,12,2.8178861141204834,1.9511933346512895,0.8053063680000001
1000,12,5.920375823974609,1.9511933346512895,0.8053063680000001
2000,12,16.369521617889404,1.9511933346512895,0.8053063680000001
4000,12,34.59395170211792,1.9511933346512895,0.8053063680000001
8000,12,45.337594509124756,1.5619662184185854,0.8682209280000001
16000,12,74.61704874038696,1.8365362621068084,0.662700032
